vid,sample_name,fid,exp,iou
p5uRwtw7S3E_243000_253000,p5uRwtw7S3E_243000_253000_saxophone_1,0,The object making a sound by being played by the man.,0
ZR3vnlhJuSE_101000_111000,ZR3vnlhJuSE_101000_111000_man_4,1,The object producing sound through bass playing.,0
vVJ-Zhj2HvU_22000_32000,vVJ-Zhj2HvU_22000_32000_piano_4,3,The initial sounding object.,0
q3YnhPgt-rM_118000_128000,q3YnhPgt-rM_118000_128000_violin_3,13,The object making a sound by being played by the woman in long hair sitting in the middle of the stage.,0
pNV8MKNqOkI_20000_30000,pNV8MKNqOkI_20000_30000_clarinet_5,3,To the right of the cello_the sounding object stood.,0
bcGfmy0X-CQ_30000_40000,bcGfmy0X-CQ_30000_40000_chair_3,1,The chair being seated by the man wearing glasses.,0
wdB0tV2egxE_260000_270000,wdB0tV2egxE_260000_270000_chair_1,0,The object in front of the man standing on the right,0
zPMUL7f4OOU_420000_430000,zPMUL7f4OOU_420000_430000_violin_4,1,The violin positioned farther from the sounding cello.,0
lcOP60uXMeI_396000_406000,lcOP60uXMeI_396000_406000_clarinet_3,0,The object making a sound by being played by the woman on the right.,0
U1dZX1ReD88_48000_58000,U1dZX1ReD88_48000_58000_saxophone_1,1,The object making the longest sound duration.,0
TCcD-vOUtNc_99000_109000,TCcD-vOUtNc_99000_109000_chair_3,3,The gray and dark chair on the right.,0
mqB05HNR03g_630000_640000,mqB05HNR03g_630000_640000_table_6,0,The object serving as an armrest.,0
6WUjWMuoEhM_10000_20000,6WUjWMuoEhM_10000_20000_hair-dryer_2,0,The object that keeps making sound at all times.,0
UViY20HJWaI_140000_150000,UViY20HJWaI_140000_150000_marimba_3,1,The object making a sound by being beaten with sticks.,0
pNV8MKNqOkI_20000_30000,pNV8MKNqOkI_20000_30000_guitar_5,2,To the right of the saxophone_the sounding object stood.,0
lcOP60uXMeI_198000_208000,lcOP60uXMeI_198000_208000_piano_4,4,The instrument being played by the man_emitting sound.,0
pNV8MKNqOkI_20000_30000,pNV8MKNqOkI_20000_30000_saxophone_2,0,The sounding object on the left of the guitar.,0
xUQ9rDswHdw_140000_150000,xUQ9rDswHdw_140000_150000_pipa_5,2,Adjacent to the bald man_the sounding object stood.,0
URZyjoh9lbc_560000_570000,URZyjoh9lbc_560000_570000_chair_6,1,The chair positioned around the corner.,0
6WUjWMuoEhM_10000_20000,6WUjWMuoEhM_10000_20000_hair-dryer_1,0,The object making the loudest sound.,0
LdB5pW9c_N4_477000_487000,LdB5pW9c_N4_477000_487000_tabla_6,1,The object being played by the right hand of the man without a cap.,0
PdHpl04tQV8_40000_50000,PdHpl04tQV8_40000_50000_marimba_6,1,The sounding entity to the left of the harp.,0
QHcG-FDM75Q_113000_123000,QHcG-FDM75Q_113000_123000_saxophone_1,0,The object making the fastest rhythm.,0
sHyhvtLTCbo_10000_20000,sHyhvtLTCbo_10000_20000_chair_3,1,The chair seated by the man playing the piano.,0
79T0FclnIDw_0_10000,79T0FclnIDw_0_10000_couch_2,3,The brown couch.,0
PSoKYh3ea1o_60000_70000,PSoKYh3ea1o_60000_70000_clarinet_2,3,The sounding object on the right of the bassoon.,0
8hr42lVW_gk_60000_70000,8hr42lVW_gk_60000_70000_clarinet_2,3,The object making a sound by being played by a girl.,0
vifFbeL5rOo_9000_19000,vifFbeL5rOo_9000_19000_clarinet_1,0,The object making a sound by being played by the man on the right,0
xnx3u5YaNuc_402000_412000,xnx3u5YaNuc_402000_412000_clarinet_1,4,The object making the loudest sound.,0
rzKjN2en0H8_830000_840000,rzKjN2en0H8_830000_840000_accordion_6,3,Controlled by the man seated in the middle_the instrument resounded.,0
6tTLxIKVtfE_26000_36000,6tTLxIKVtfE_26000_36000_flute_2,2,The sounding object in front of the man on the right.,0
rozFJYWrLj0_120000_130000,rozFJYWrLj0_120000_130000_man_5,0,The man stood to the left of the woman.,0
4HXvK9zcoyk_70000_80000,4HXvK9zcoyk_70000_80000_bass_2,3,The blue bass.,0
7pNykt6zACc_275000_285000,7pNykt6zACc_275000_285000_chair_3,1,The chair sat on by the woman who does not play the piano.,0
CCFZT2_TJr0_15000_25000,CCFZT2_TJr0_15000_25000_clarinet_3,0,The object making a sound by being played by a standing man.,0
QNiHU290owU_55000_65000,QNiHU290owU_55000_65000_chair_6,0,The object to the right of The source of the sound.,0
p5uRwtw7S3E_243000_253000,p5uRwtw7S3E_243000_253000_saxophone_4,0,Played by the man_the instrument sounded.,0
45oaGY3mzlQ_5000_15000,45oaGY3mzlQ_5000_15000_violin_6,1,The entity emitting the most robust sound.,0
lcOP60uXMeI_20000_30000,lcOP60uXMeI_20000_30000_piano_4,6,The instrument being played by the man on the left.,0
URZyjoh9lbc_500000_510000,URZyjoh9lbc_500000_510000_dog_3,0,The object on the left of the sounding woman.,0
M6vnA5H5R1M_85000_95000,M6vnA5H5R1M_85000_95000_table_6,0,The entity with a computer atop it.,0
zPMUL7f4OOU_420000_430000,zPMUL7f4OOU_420000_430000_cello_1,0,The last object to make a sound.,0
oaYIWYXFMqY_70000_80000,oaYIWYXFMqY_70000_80000_flute_2,4,The sounding object on the right of the sounding handpan.,0
OPVEPq_r-vk_211000_221000,OPVEPq_r-vk_211000_221000_saxophone_4,1,The sounding entity near the man.,0
vifFbeL5rOo_9000_19000,vifFbeL5rOo_9000_19000_clarinet_2,0,The sounding object on the right of the piano.,0
8hr42lVW_gk_60000_70000,8hr42lVW_gk_60000_70000_clarinet_3,2,The object making a sound by being played by a man on the right.,0
F1x1ck3OySg_10000_20000,F1x1ck3OySg_10000_20000_guitar_4,0,The object emitting a louder sound than the flute.,0
URZyjoh9lbc_560000_570000,URZyjoh9lbc_560000_570000_chair_3,1,The chair is setting around the corner.,0
cmNI6jiMKik_46000_56000,cmNI6jiMKik_46000_56000_man_4,3,The instrument creating sound through clarinet play.,0
QHcG-FDM75Q_113000_123000,QHcG-FDM75Q_113000_123000_saxophone_6,0,The entity held by the man on the left.,0
PdHpl04tQV8_40000_50000,PdHpl04tQV8_40000_50000_marimba_3,1,The sounding object on the left of the sounding harp.,0
8hr42lVW_gk_60000_70000,8hr42lVW_gk_60000_70000_clarinet_6,2,The object being played by a man on the right.,0
E8zQtjE2Q0M_105000_115000,E8zQtjE2Q0M_105000_115000_chair_5,5,The object positioned to the left of the sounding handpan_with another handpan atop it.,0
4HXvK9zcoyk_70000_80000,4HXvK9zcoyk_70000_80000_bass_3,9,The black bass.,0
OFgcrlxku9g_160000_170000,OFgcrlxku9g_160000_170000_saxophone_5,0,The entity producing sound through being played by the man to the right of the woman.,0
zPMUL7f4OOU_420000_430000,zPMUL7f4OOU_420000_430000_violin_6,1,The loudest sounding object.,0
ETmo71vP7tA_20000_30000,ETmo71vP7tA_20000_30000_piano_1,0,The object making the longest sound duration.,0
pNV8MKNqOkI_20000_30000,pNV8MKNqOkI_20000_30000_clarinet_4,3,To the right of the cello_the clarinet sat.,0
ds3RKnNB-cY_8000_18000,ds3RKnNB-cY_8000_18000_couch_6,1,The sofa occupied by the man and the woman.,0
bcGfmy0X-CQ_30000_40000,bcGfmy0X-CQ_30000_40000_chair_2,0,The empty chair.,0
dVa49WwXzr8_481000_491000,dVa49WwXzr8_481000_491000_marimba_1,1,The object making a sound by being played by the man on the left.,0
oRSCL3149fI_87000_97000,oRSCL3149fI_87000_97000_clarinet_6,0,The object producing a louder sound than the piano.,0
4rerQA8KMzM_10000_20000,4rerQA8KMzM_10000_20000_chair_4,6,The seat occupied by the man.,0
LdB5pW9c_N4_477000_487000,LdB5pW9c_N4_477000_487000_sitar_4,0,The entity producing the most intense sound.,0
F1x1ck3OySg_10000_20000,F1x1ck3OySg_10000_20000_flute_2,3,The object making faster rhythm than the guitar.,0
79T0FclnIDw_0_10000,79T0FclnIDw_0_10000_couch_4,2,The couch remains stationary.,0
ETmo71vP7tA_20000_30000,ETmo71vP7tA_20000_30000_clarinet_2,2,The object making a sound by being played by the woman with long hair.,0
SFVZ2OklsVM_2715000_2725000,SFVZ2OklsVM_2715000_2725000_couch_6,4,The object behind the sounding individuals.,0
dUcOkRkz6bA_387000_397000,dUcOkRkz6bA_387000_397000_man_5,5,The drum being played_producing sound.,0
mqB05HNR03g_630000_640000,mqB05HNR03g_630000_640000_table_4,0,The table visible throughout the entire video.,0
bcGfmy0X-CQ_30000_40000,bcGfmy0X-CQ_30000_40000_chair_6,1,The chair occupied by the bespectacled man.,0
4k63MOSjOBw_21000_31000,4k63MOSjOBw_21000_31000_violin_1,0,The violin being played.,0
45oaGY3mzlQ_5000_15000,45oaGY3mzlQ_5000_15000_violin_4,1,The initial sound-producing entity.,0
EuU2PWB1t2g_20000_30000,EuU2PWB1t2g_20000_30000_piano_6,0,The object emitting intermittent sound.,0
ETmo71vP7tA_20000_30000,ETmo71vP7tA_20000_30000_clarinet_6,2,The object with a shorter duration of sound than the piano.,0
zstao4nIPmU_250000_260000,zstao4nIPmU_250000_260000_table_2,2,The table in front of the man wearing glasses.,0
vifFbeL5rOo_9000_19000,vifFbeL5rOo_9000_19000_clarinet_4,0,Controlled by the man on the right_the object sounded.,0
oRSCL3149fI_87000_97000,oRSCL3149fI_87000_97000_clarinet_2,0,The object making a sound by being played by the man in front of the sounding piano.,0
xnx3u5YaNuc_402000_412000,xnx3u5YaNuc_402000_412000_clarinet_2,4,The object making a sound by being played by the man standing.,0
9ZQ-T83pfWk_65000_75000,9ZQ-T83pfWk_65000_75000_flute_4,2,The object emitting the most intense sound.,0
oRSCL3149fI_146000_156000,oRSCL3149fI_146000_156000_piano_4,0,The object producing a lower sound than the clarinet.,0
PSoKYh3ea1o_60000_70000,PSoKYh3ea1o_60000_70000_clarinet_4,3,The entity producing sound through being played by a man seated on the right.,0
zPMUL7f4OOU_420000_430000,zPMUL7f4OOU_420000_430000_violin_2,1,The object rhythm is slower over the time.,0
f0jKjIOFzAY_225000_235000,f0jKjIOFzAY_225000_235000_cello_1,1,The sounding object on the left of the saxophone.,0
xnx3u5YaNuc_402000_412000,xnx3u5YaNuc_402000_412000_clarinet_5,4,Controlled by the standing man_the object sounded.,0
8hr42lVW_gk_60000_70000,8hr42lVW_gk_60000_70000_man_4,1,The man positioned in front of the blackboard.,0
OPVEPq_r-vk_211000_221000,OPVEPq_r-vk_211000_221000_saxophone_1,1,The sounding object near the man.,0
SFVZ2OklsVM_2715000_2725000,SFVZ2OklsVM_2715000_2725000_couch_2,4,The couch behind the person on the right.,0
CCFZT2_TJr0_15000_25000,CCFZT2_TJr0_15000_25000_clarinet_6,0,The object being played by a standing man.,0
7pWa_kcAoMg_49000_59000,7pWa_kcAoMg_49000_59000_saxophone_1,0,The object making a sound by being played by the man.,0
ETmo71vP7tA_20000_30000,ETmo71vP7tA_20000_30000_clarinet_3,2,The object making shorter sound duration than the piano.,0
pNV8MKNqOkI_20000_30000,pNV8MKNqOkI_20000_30000_saxophone_5,0,To the left of the guitar_the sounding object stood.,0
oRSCL3149fI_146000_156000,oRSCL3149fI_146000_156000_clarinet_2,1,The clarinet near the standing man.,0
oRSCL3149fI_87000_97000,oRSCL3149fI_87000_97000_clarinet_5,0,The object being played by the man in front of the sounding piano.,0
FHSoSamzdAY_845000_855000,FHSoSamzdAY_845000_855000_guitar_1,1,The object making lower sound than the violin.,0
OFgcrlxku9g_160000_170000,OFgcrlxku9g_160000_170000_saxophone_2,0,The object making a sound by being played by the man on the right of the woman.,0
6WUjWMuoEhM_10000_20000,6WUjWMuoEhM_10000_20000_hair-dryer_5,0,The perpetual noise-emitting object.,0
jj1UxRTBaNw_210000_220000,jj1UxRTBaNw_210000_220000_guzheng_1,4,The object making lower sound than the piano.,0
zstao4nIPmU_250000_260000,zstao4nIPmU_250000_260000_table_1,2,The brown table.,0
ETmo71vP7tA_20000_30000,ETmo71vP7tA_20000_30000_clarinet_4,2,The object emitting the most intense sound.,0
4DCxlVTWN8g_3000_13000,4DCxlVTWN8g_3000_13000_guzheng_6,1,The sounding entity to the right of the pipa.,0
M6vnA5H5R1M_85000_95000,M6vnA5H5R1M_85000_95000_table_1,0,The object behind the sounding erhu.,0
ZR3vnlhJuSE_101000_111000,ZR3vnlhJuSE_101000_111000_bass_1,0,The object making the intermittent sound.,0
URZyjoh9lbc_500000_510000,URZyjoh9lbc_500000_510000_chair_3,1,The object behind the sounding woman.,0
vVJ-Zhj2HvU_22000_32000,vVJ-Zhj2HvU_22000_32000_flute_6,1,Generating louder sound than the piano_the object sounded.,0
GG-PF_JxeW4_1640000_1650000,GG-PF_JxeW4_1640000_1650000_guitar_5,2,The perpetually sounding instrument.,0
dUcOkRkz6bA_387000_397000,dUcOkRkz6bA_387000_397000_bass_1,3,The black and silver bass.,0
sV1o5VmL-9g_824000_834000,sV1o5VmL-9g_824000_834000_man_2,0,The sounding object near the dog.,0
oaYIWYXFMqY_70000_80000,oaYIWYXFMqY_70000_80000_handpan_5,1,Initiating the first sound_the object sounded.,0
7pWa_kcAoMg_49000_59000,7pWa_kcAoMg_49000_59000_saxophone_3,0,The object making the loudest sound.,0
xnx3u5YaNuc_402000_412000,xnx3u5YaNuc_402000_412000_clarinet_3,4,The object making the loudest sound.,0
CjQmcO_Q5d8_42000_52000,CjQmcO_Q5d8_42000_52000_clarinet_6,0,The volume of the object gradually increases over time.,0
GG-PF_JxeW4_1640000_1650000,GG-PF_JxeW4_1640000_1650000_woman_2,0,The object making the intermittent sound.,0
SFVZ2OklsVM_2715000_2725000,SFVZ2OklsVM_2715000_2725000_couch_3,4,The object behind the sounding men.,0
FHSoSamzdAY_845000_855000,FHSoSamzdAY_845000_855000_guitar_4,1,The object with a lower sound than the violin.,0
pNV8MKNqOkI_20000_30000,pNV8MKNqOkI_20000_30000_clarinet_2,3,The sounding object on the right of the cello.,0
z3Q_mZgKLrM_20000_30000,z3Q_mZgKLrM_20000_30000_cello_2,0,The sounding object near the piano.,0
4HXvK9zcoyk_70000_80000,4HXvK9zcoyk_70000_80000_bass_1,1,The object making lowest sound.,0
dVa49WwXzr8_481000_491000,dVa49WwXzr8_481000_491000_marimba_5,1,The object being struck with sticks_generating sound.,0
tZbh1cwwfv0_222000_232000,tZbh1cwwfv0_222000_232000_woman_4,0,Playing the piano_the object emitted sound.,0
ehlPuuiNEd8_376000_386000,ehlPuuiNEd8_376000_386000_pipa_5,1,The sounding object to the left of the guzheng.,0
hYt2Qf438l8_40000_50000,hYt2Qf438l8_40000_50000_saxophone_3,1,The sounding object near the man.,0
oaYIWYXFMqY_70000_80000,oaYIWYXFMqY_70000_80000_handpan_6,1,The instrument with the lengthiest sustained sound.,0
xnx3u5YaNuc_402000_412000,xnx3u5YaNuc_402000_412000_clarinet_6,4,The loudest sounding object.,0
PSoKYh3ea1o_60000_70000,PSoKYh3ea1o_60000_70000_clarinet_5,3,The sounding entity to the right of the bassoon.,0
TCcD-vOUtNc_99000_109000,TCcD-vOUtNc_99000_109000_chair_4,3,The object beneath the woman in red.,0
lcOP60uXMeI_198000_208000,lcOP60uXMeI_198000_208000_piano_2,4,The object making the intermittent sound.,0
SFVZ2OklsVM_2765000_2775000,SFVZ2OklsVM_2765000_2775000_man_4,1,The object producing sound through guitar play.,0
4rerQA8KMzM_10000_20000,4rerQA8KMzM_10000_20000_chair_1,6,The chair seated by the man.,0
CCFZT2_TJr0_15000_25000,CCFZT2_TJr0_15000_25000_piano_1,4,The object making the lowest sound.,0
p5uRwtw7S3E_243000_253000,p5uRwtw7S3E_243000_253000_saxophone_3,0,The object making the shortest sound duration.,0
QHcG-FDM75Q_113000_123000,QHcG-FDM75Q_113000_123000_saxophone_3,0,The object held by the man on the left.,0
FHSoSamzdAY_845000_855000,FHSoSamzdAY_845000_855000_woman_4,2,The object playing the violin_emitting sound.,0
8cmMa2PUnvQ_30000_40000,8cmMa2PUnvQ_30000_40000_chair_2,1,The object under the woman.,0
4HXvK9zcoyk_115000_125000,4HXvK9zcoyk_115000_125000_guitar_5,1,The sounding entity to the left of the woman.,0
EuU2PWB1t2g_20000_30000,EuU2PWB1t2g_20000_30000_piano_5,0,The initial sound-producing entity.,0
q3YnhPgt-rM_118000_128000,q3YnhPgt-rM_118000_128000_cello_4,1,The cello occupied the farthest right position.,0
QNiHU290owU_55000_65000,QNiHU290owU_55000_65000_chair_5,0,The chair consistently visible throughout the video.,0
S_NJKy7Aoto_213000_223000,S_NJKy7Aoto_213000_223000_tabla_2,1,The sounding object on the left of the sounding sitar.,0
jj1UxRTBaNw_210000_220000,jj1UxRTBaNw_210000_220000_piano_1,0,The sounding object on the right of the guzheng.,0
D8H9mRHTvso_30000_40000,D8H9mRHTvso_30000_40000_clarinet_3,3,The sounding object near the man.,0
ZR3vnlhJuSE_101000_111000,ZR3vnlhJuSE_101000_111000_bass_6,0,The object with the shortest sound duration.,0
7pNykt6zACc_275000_285000,7pNykt6zACc_275000_285000_chair_4,1,The chair occupied by a woman with hair draped over her.,0
a1nWlW629TU_15000_25000,a1nWlW629TU_15000_25000_marimba_6,1,The object being played by the woman standing on the right.,0
cmNI6jiMKik_46000_56000,cmNI6jiMKik_46000_56000_piano_2,2,The object valume is lower over the time.,0
dUcOkRkz6bA_387000_397000,dUcOkRkz6bA_387000_397000_bass_4,3,The black and silver bass instrument.,0
2QKv1iBsTJM_190000_200000,2QKv1iBsTJM_190000_200000_table_5,2,The table beside the sounding suona.,0
oaYIWYXFMqY_70000_80000,oaYIWYXFMqY_70000_80000_flute_1,4,The object making the slowest rhythm.,0
pNV8MKNqOkI_20000_30000,pNV8MKNqOkI_20000_30000_cello_1,1,The cello near the clarinet.,0
7pWa_kcAoMg_49000_59000,7pWa_kcAoMg_49000_59000_saxophone_6,0,The entity emitting the most intense sound.,0
MFn93Sqq23g_10000_20000,MFn93Sqq23g_10000_20000_guitar_6,2,The larger_brown-toned guitar.,0
lcOP60uXMeI_198000_208000,lcOP60uXMeI_198000_208000_piano_1,4,The object making a sound by being played by the man.,0
sHyhvtLTCbo_10000_20000,sHyhvtLTCbo_10000_20000_chair_1,1,The chair being sat on by the man.,0
oRSCL3149fI_146000_156000,oRSCL3149fI_146000_156000_clarinet_1,1,The object making louder sound than the piano.,0
w7vA5f0vPvQ_15000_25000,w7vA5f0vPvQ_15000_25000_flute_4,4,Controlled by the woman_the object sounded.,0
4rerQA8KMzM_10000_20000,4rerQA8KMzM_10000_20000_chair_2,4,The object behind the sounding woman.,0
4GUrjmIZcIQ_82000_92000,4GUrjmIZcIQ_82000_92000_chair_4,0,The chair beside the bassoon.,0
8cmMa2PUnvQ_30000_40000,8cmMa2PUnvQ_30000_40000_chair_4,1,The chair occupied by a woman.,0
oaYIWYXFMqY_70000_80000,oaYIWYXFMqY_70000_80000_handpan_1,1,The object making the fastest rhythm.,0
xnx3u5YaNuc_402000_412000,xnx3u5YaNuc_402000_412000_woman_1,1,The woman near the first sounding object.,0
oaYIWYXFMqY_70000_80000,oaYIWYXFMqY_70000_80000_handpan_4,1,The object setting the quickest tempo.,0
wdB0tV2egxE_260000_270000,wdB0tV2egxE_260000_270000_chair_5,0,To the right of the standing man_the chair sat.,0
zPMUL7f4OOU_420000_430000,zPMUL7f4OOU_420000_430000_cello_4,0,The final object to emit sound.,0
URZyjoh9lbc_500000_510000,URZyjoh9lbc_500000_510000_dog_4,0,The object next to the woman.,0
cmNI6jiMKik_46000_56000,cmNI6jiMKik_46000_56000_clarinet_5,0,The volume of the object increases gradually.,0
D8H9mRHTvso_30000_40000,D8H9mRHTvso_30000_40000_clarinet_1,3,The sounding object on the left of the piano.,0
a1nWlW629TU_15000_25000,a1nWlW629TU_15000_25000_marimba_3,1,The object making a sound by being played by the woman standing on the right.,0
8hr42lVW_gk_60000_70000,8hr42lVW_gk_60000_70000_clarinet_4,2,The clarinet positioned in front of the man near the blackboard.,0
vifFbeL5rOo_9000_19000,vifFbeL5rOo_9000_19000_clarinet_6,0,Controlled by the standing man_the object sounded.,0
ETmo71vP7tA_20000_30000,ETmo71vP7tA_20000_30000_piano_3,0,The sounding object behind the clarinet.,0
oaYIWYXFMqY_70000_80000,oaYIWYXFMqY_70000_80000_flute_6,4,Producing briefer tones than the handpan_the object sounded.,0
pNV8MKNqOkI_20000_30000,pNV8MKNqOkI_20000_30000_saxophone_1,0,The saxophone on the left of the guitar.,0
8hr42lVW_gk_60000_70000,8hr42lVW_gk_60000_70000_clarinet_5,3,The object being played by a girl.,0
PSoKYh3ea1o_60000_70000,PSoKYh3ea1o_60000_70000_clarinet_3,3,The sounding object on the right of the flute.,0
CCFZT2_TJr0_15000_25000,CCFZT2_TJr0_15000_25000_clarinet_4,0,The object emitting the most intense sound.,0
UViY20HJWaI_140000_150000,UViY20HJWaI_140000_150000_marimba_5,1,The object being played by the man.,0
5FYG_Wtet7U_120000_130000,5FYG_Wtet7U_120000_130000_handpan_4,3,The object being played by the man in red.,0
